Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
30:00.0,5.1102,0.1099,8.3242,10.2974
00:00.0,5.1102,0.0992,8.3244,10.2699
30:00.0,5.1114,0.11,8.3198,10.3785
00:00.0,5.1106,0.0892,8.3063,10.4061
30:00.0,5.1106,0.1091,8.2489,10.3813
00:00.0,5.1102,0.1103,8.1958,9.6012
30:00.0,5.1106,0.1085,8.1538,9.5165
00:00.0,5.1118,0.1108,8.1865,9.7382
30:00.0,5.1125,0.096,8.2634,9.5732
00:00.0,5.1121,0.0948,8.2777,10.4081
30:00.0,5.1125,0.0925,8.2821,10.3785
00:00.0,5.1118,0.098,8.2588,10.2687
30:00.0,5.1118,0.0908,8.1497,10.3246
00:00.0,5.1114,0.1025,8.1348,10.3789
30:00.0,5.111,0.1091,8.073,10.4304
00:00.0,5.111,0.099,8.0208,10.3769
30:00.0,5.1114,0.0987,7.9809,10.2455
00:00.0,5.1106,0.1074,7.9136,10.1369
30:00.0,5.111,0.0859,7.7625,10.1632
00:00.0,5.1106,0.0933,7.719,10.0574
30:00.0,5.1102,0.1079,7.6462,10.0813
00:00.0,5.1114,0.0986,7.6899,10.0562
30:00.0,5.111,0.1055,7.6267,10.0821
00:00.0,5.1114,0.093,7.6075,10.0006
30:00.0,5.1106,0.1042,7.6311,9.9227
00:00.0,5.1106,0.1064,7.6319,9.8944
30:00.0,5.1118,0.1009,7.6751,9.896
00:00.0,5.6806,0.1045,8.3948,9.8692
30:00.0,5.6814,0.1071,8.4234,10.4796
00:00.0,5.6822,0.1034,8.4335,10.3701
30:00.0,5.6818,0.0979,8.4489,10.4536
00:00.0,5.6735,0.1004,8.444,10.454
30:00.0,5.6735,0.0925,8.358,10.3214
00:00.0,5.6739,0.0943,8.3209,10.3997
30:00.0,5.6735,0.0977,8.3354,10.351
00:00.0,5.6743,0.094,8.3365,10.4624
30:00.0,5.6731,0.1153,8.3321,10.4924
00:00.0,5.6735,0.1137,8.3327,10.4668
30:00.0,5.6735,0.1148,8.3393,10.3933
00:00.0,5.8,0.1102,8.3494,10.4225
30:00.0,5.8,0.0965,8.3591,10.4245
00:00.0,5.8,0.1061,8.3253,10.5559
30:00.0,5.8,0.0948,8.3115,10.4756
00:00.0,5.8,0.0949,8.3151,10.4245
30:00.0,5.8,0.1151,8.3233,10.448
00:00.0,5.8,0.0936,8.3272,10.5339
30:00.0,5.8,0.1017,8.3266,10.4696
00:00.0,5.8,0.1142,8.331,10.5759
30:00.0,5.8,0.1155,8.331,10.601
00:00.0,5.8,0.1131,8.3305,10.5763
30:00.0,5.8,0.1124,8.3308,10.5739
00:00.0,5.8,0.1142,8.3354,10.5751
30:00.0,5.8,0.0917,8.3445,10.5751
00:00.0,5.8,0.0898,8.3486,10.5998
30:00.0,5.8,0.0912,8.3632,10.4904
00:00.0,5.8,0.1112,8.3767,10.5719
30:00.0,5.8,0.0965,8.3962,10.597
00:00.0,5.8,0.0941,8.4206,10.5946
30:00.0,5.8,0.1091,8.4305,10.4612
00:00.0,5.8,0.1072,8.4456,10.4628
30:00.0,5.8,0.0964,8.4552,10.597
00:00.0,5.8,0.0935,8.4596,10.5683
30:00.0,5.8,0.0967,8.4649,10.4868
00:00.0,5.8,0.0934,8.4693,10.4892
30:00.0,5.8,0.0904,8.4748,10.5946
00:00.0,5.8,0.0898,8.4748,10.5695
30:00.0,5.8,0.1081,8.4888,10.5942
00:00.0,5.8,0.1094,8.4978,10.4332
30:00.0,5.8,0.0929,8.5036,10.4328
00:00.0,5.8,0.1062,8.5028,10.4336
30:00.0,5.8,0.1067,8.4987,10.5675
00:00.0,5.8,0.0903,8.5033,10.432
30:00.0,5.8,0.1063,8.5031,10.5667
00:00.0,5.8,0.1093,8.4981,10.4608
30:00.0,5.8,0.0996,8.5025,10.4324
00:00.0,5.0572,0.1084,8.5028,10.4616
30:00.0,5.0572,0.1038,8.5127,10.4336
00:00.0,5.0576,0.0897,8.5237,10.4848
30:00.0,5.0568,0.1116,8.5341,10.6198
00:00.0,3.6384,0.0901,8.544,10.4896
30:00.0,3.6388,0.1045,7.9543,10.5175
00:00.0,3.6388,0.1119,8.0035,10.597
30:00.0,3.6388,0.1124,7.9982,10.5199
00:00.0,3.6376,0.1126,7.9732,10.6286
30:00.0,3.6376,0.0944,7.9496,10.6018
00:00.0,3.6376,0.1153,7.9161,10.4956
30:00.0,3.638,0.1052,7.9141,10.5035
00:00.0,4.8421,0.0976,7.9089,10.5359
30:00.0,4.8413,0.1137,7.8957,10.5846
00:00.0,4.8413,0.1066,7.8655,10.613
30:00.0,4.8417,0.0978,7.8553,10.7189
00:00.0,4.8413,0.1151,7.8586,10.5567
30:00.0,4.8409,0.097,7.8669,10.5802
00:00.0,4.8409,0.0992,7.8814,10.5523
30:00.0,4.8401,0.1072,7.838,10.6849
00:00.0,4.7141,0.1009,7.8191,10.6873
30:00.0,4.7141,0.1127,7.8193,10.7169
00:00.0,4.7145,0.0967,7.805,10.6889
30:00.0,4.7145,0.0976,7.8048,10.7189
00:00.0,4.7141,0.114,7.8092,10.7185
30:00.0,4.7145,0.1058,7.8086,10.5822
00:00.0,4.7145,0.1149,7.7998,10.5838
30:00.0,4.7149,0.1075,7.7905,10.5575
00:00.0,5.0631,0.1142,7.7897,10.6633
30:00.0,5.0631,0.1081,7.7897,10.637
00:00.0,5.0639,0.095,7.7946,10.5299
30:00.0,5.0631,0.1184,7.7993,10.6378
00:00.0,5.0635,0.0962,7.8086,10.5295
30:00.0,5.0631,0.115,7.8185,10.5587
00:00.0,5.0635,0.1104,7.8386,10.5583
30:00.0,5.0627,0.1183,7.8427,10.5575
00:00.0,5.0623,0.1147,7.8432,10.5567
30:00.0,5.0627,0.0961,7.8476,10.5591
00:00.0,5.0623,0.0964,7.8281,10.5295
30:00.0,5.0623,0.1107,7.824,10.6394
00:00.0,5.0615,0.1175,7.8435,10.6394
30:00.0,5.0627,0.1188,7.8378,10.5067
00:00.0,5.0623,0.1007,7.8191,10.5866
30:00.0,5.0619,0.1127,7.8246,10.5331
00:00.0,5.0635,0.1171,7.8438,10.5603
30:00.0,5.0627,0.1076,7.8386,10.613
00:00.0,5.0639,0.0991,7.8193,10.5055
30:00.0,5.0627,0.0959,7.8328,10.6394
00:00.0,5.0627,0.095,7.8479,10.6122
30:00.0,5.0639,0.1084,7.8421,10.4776
00:00.0,5.0646,0.1132,7.81,10.5012
30:00.0,5.0635,0.1063,7.8149,10.6382
00:00.0,4.1048,0.1177,7.8342,10.611
30:00.0,4.1052,0.107,7.8295,10.611
00:00.0,4.1052,0.1012,7.4822,10.5575
30:00.0,4.1048,0.1169,7.8501,8.4999
00:00.0,4.1048,0.1032,7.8501,9.6216
30:00.0,4.1052,0.1056,7.7438,10.057
00:00.0,4.106,0.1085,7.5937,10.0861
30:00.0,4.1044,0.1025,7.5094,10.3573
00:00.0,4.5323,0.1217,7.4794,10.3629
30:00.0,4.5319,0.1232,7.6201,10.4384
00:00.0,4.5319,0.1242,7.7501,10.4109
30:00.0,4.5323,0.1055,7.7795,10.4356
00:00.0,4.5319,0.1025,7.7976,10.4908
30:00.0,4.5323,0.1108,7.8064,10.4352
00:00.0,4.5319,0.0999,7.8103,10.4328
30:00.0,4.5315,0.1231,7.8149,10.4324
00:00.0,4.5716,0.1012,7.8196,10.3498
30:00.0,4.57,0.1208,7.8144,10.5087
00:00.0,4.5712,0.1056,7.8092,10.5095
30:00.0,4.5704,0.1137,7.7998,10.4684
00:00.0,4.5712,0.1051,7.7869,10.5099
30:00.0,4.5704,0.1105,7.7806,10.4041
00:00.0,4.57,0.1155,7.777,10.4029
30:00.0,4.5712,0.1221,7.7809,10.3502
00:00.0,4.674,0.1073,7.7814,10.482
30:00.0,4.674,0.1083,7.7803,10.2934
00:00.0,4.6744,0.0974,7.7949,10.482
30:00.0,4.6744,0.1155,7.7855,10.4269
00:00.0,4.6748,0.1032,7.8012,10.4816
30:00.0,4.6752,0.0966,7.8001,10.5067
00:00.0,4.6748,0.118,7.8056,10.4245
30:00.0,4.6744,0.1189,7.8053,10.4792
00:00.0,4.9441,0.1099,7.7954,10.478
30:00.0,4.9437,0.1054,7.7908,10.3973
00:00.0,4.9441,0.1138,7.7957,10.3721
30:00.0,4.9441,0.1095,7.7913,10.3478
00:00.0,4.9441,0.1045,7.7913,10.5051
30:00.0,4.9429,0.1191,7.7811,10.3985
00:00.0,4.9437,0.1175,7.7767,10.345
30:00.0,4.9429,0.1044,7.777,10.291
00:00.0,5.2044,0.0982,7.7767,10.4233
30:00.0,5.204,0.0969,7.7806,10.3178
00:00.0,5.204,0.1058,7.7754,10.4245
30:00.0,5.2032,0.0996,7.7512,10.3154
00:00.0,5.4651,0.1141,7.7754,10.3446
30:00.0,5.4643,0.1202,7.7853,10.2862
00:00.0,5.4639,0.1079,7.7998,10.3685
30:00.0,5.4643,0.0994,7.8034,10.3721
00:00.0,5.3375,0.1165,7.7952,10.4772
30:00.0,5.3375,0.1172,7.7803,10.3985
00:00.0,5.3379,0.1175,7.6627,10.4257
30:00.0,5.3371,0.0977,7.625,11.2258
00:00.0,5.3383,0.1026,7.6545,11.014
30:00.0,5.3379,0.1034,7.663,10.7983
00:00.0,5.3375,0.1209,7.6498,10.7967
30:00.0,5.3387,0.0989,7.6786,10.7744
00:00.0,5.2346,0.1113,7.6935,10.7971
30:00.0,5.2335,0.1149,7.7177,10.6649
00:00.0,5.235,0.1034,7.7451,10.7736
30:00.0,5.2346,0.105,7.7372,10.8011
00:00.0,5.2346,0.1218,7.6981,10.8794
30:00.0,5.235,0.0986,7.7212,10.907
00:00.0,5.235,0.106,7.7168,10.8539
30:00.0,5.2362,0.1115,7.7028,10.9074
00:00.0,5.0537,0.0991,7.727,10.8275
30:00.0,5.0537,0.1176,7.732,10.8822
00:00.0,5.0537,0.0997,7.7616,10.907
30:00.0,5.054,0.1026,7.752,10.8826
00:00.0,5.054,0.1102,7.7374,10.9621
30:00.0,5.0533,0.1035,7.7135,10.7772
00:00.0,5.0533,0.1193,7.7223,10.8826
30:00.0,5.0533,0.1123,7.7468,10.8283
00:00.0,5.1173,0.1215,7.7267,10.8551
30:00.0,5.1169,0.1166,7.7182,10.8283
00:00.0,5.1176,0.1177,7.7468,10.8822
30:00.0,5.1173,0.1206,7.7512,10.8563
00:00.0,5.1173,0.1216,7.7658,10.7209
30:00.0,5.1176,0.1166,7.771,10.8263
00:00.0,5.1176,0.1092,7.7666,10.6917
30:00.0,5.1165,0.0977,7.7561,10.6374
00:00.0,5.005,0.1099,7.741,10.6905
30:00.0,5.0058,0.1174,7.7462,10.7177
00:00.0,5.0046,0.1194,7.7751,10.6362
30:00.0,5.0054,0.1116,7.7407,10.5834
00:00.0,5.005,0.1041,7.7707,10.7173
30:00.0,5.0046,0.1202,7.7314,10.77
00:00.0,5.005,0.1003,7.7405,10.6106
30:00.0,5.0042,0.0978,7.6918,10.6625
00:00.0,5.8,0.0977,7.6924,10.6921
30:00.0,5.8,0.1058,7.6624,10.502
00:00.0,5.8,0.1026,7.6484,10.3677
30:00.0,5.8,0.102,7.6094,10.3158
00:00.0,5.8,0.1064,7.5572,10.3438
30:00.0,5.8,0.1098,7.5242,10.2335
00:00.0,5.8,0.1076,7.5572,10.3146
30:00.0,5.8,0.1085,7.5629,10.2623
00:00.0,5.8,0.1025,7.5635,10.3486
30:00.0,5.8,0.1199,7.5731,10.3737
00:00.0,5.8,0.1173,7.6069,10.4273
30:00.0,5.8,0.1217,7.6069,10.3214
00:00.0,5.8,0.1161,7.5833,10.4568
30:00.0,5.8,0.1025,7.5783,10.4025
00:00.0,5.8,0.106,7.5737,10.3502
30:00.0,5.8,0.1129,7.5948,10.4868
00:00.0,5.8,0.1111,7.6388,10.3601
30:00.0,5.8,0.1097,7.6976,10.5699
00:00.0,5.8,0.1024,7.6971,10.6509
30:00.0,5.8,0.1177,7.6715,10.758
00:00.0,5.8,0.1018,7.6567,10.6474
30:00.0,5.8,0.1047,7.6701,10.8335
00:00.0,5.8,0.1225,7.6847,10.6985
30:00.0,5.8,0.1014,7.6943,10.7001
00:00.0,5.8,0.1015,7.6899,10.8055
30:00.0,5.8,0.1118,7.8345,10.7804
00:00.0,5.8,0.1003,7.8339,10.8327
30:00.0,5.8,0.1209,7.8438,10.6713
00:00.0,5.8,0.1213,7.8545,10.724
30:00.0,5.8,0.1108,7.8872,10.9633
00:00.0,5.8,0.0965,7.9067,10.8826
30:00.0,5.8,0.1089,7.9018,10.9082
00:00.0,5.0144,0.0962,7.8828,10.9621
30:00.0,5.0132,0.0974,7.863,10.4568
00:00.0,5.0144,0.1011,7.8438,10.7756
30:00.0,5.014,0.0974,7.8441,10.9126
00:00.0,5.0136,0.1018,7.8339,10.8834
30:00.0,5.0136,0.1166,7.8235,10.8051
00:00.0,5.0144,0.1188,7.8229,10.6665
30:00.0,5.014,0.1065,7.8389,10.6374
00:00.0,4.928,0.0971,7.8674,10.6378
30:00.0,4.9272,0.1083,7.8812,10.8267
00:00.0,4.9253,0.1172,7.8861,10.8259
30:00.0,4.9261,0.1194,7.8867,10.772
00:00.0,4.9261,0.0986,7.8814,10.746
30:00.0,4.9268,0.1,7.8672,10.7432
00:00.0,4.9253,0.1063,7.8858,10.6937
30:00.0,4.9253,0.1053,7.8905,10.6909
00:00.0,4.8154,0.0979,7.8996,10.7995
30:00.0,4.8142,0.106,7.901,10.7716
00:00.0,4.8146,0.111,7.8949,10.7724
30:00.0,4.8142,0.1189,7.8663,10.7955
00:00.0,4.8299,0.1202,7.8666,10.3426
30:00.0,4.8299,0.1205,7.8858,10.5031
00:00.0,4.8303,0.1003,7.7358,10.5547
30:00.0,4.8295,0.0988,7.7798,10.5842
00:00.0,5.8,0.1192,7.7265,10.7975
30:00.0,5.8,0.1078,7.6932,10.5854
00:00.0,5.8,0.0986,7.6638,10.6394
30:00.0,5.8,0.1054,7.6726,10.5051
00:00.0,5.8,0.0985,7.683,10.5842
30:00.0,5.8,0.1152,7.6825,10.5047
00:00.0,5.8,0.1055,7.6877,10.5311
30:00.0,5.8,0.1131,7.6946,10.5878
00:00.0,5.8,0.1,7.6951,10.5663
30:00.0,5.8,0.1086,7.6847,10.5631
00:00.0,5.8,0.1007,7.6753,10.6709
30:00.0,5.8,0.1003,7.6847,10.5635
00:00.0,5.8,0.1208,7.655,10.5611
30:00.0,5.8,0.0986,7.688,10.5607
00:00.0,5.8,0.1046,7.6976,10.6378
30:00.0,5.8,0.1017,7.6979,10.6386
00:00.0,5.8,0.0989,7.7113,10.6653
30:00.0,5.8,0.0963,7.7416,10.6921
00:00.0,5.8,0.1085,7.7603,10.7185
30:00.0,5.8,0.1139,7.746,10.6354
00:00.0,5.8,0.1089,7.7317,10.7456
30:00.0,5.8,0.1077,7.7218,10.6102
00:00.0,5.8,0.1015,7.7166,10.6358
30:00.0,5.8,0.1166,7.7811,10.6358
00:00.0,5.8,0.1102,7.8001,10.7444
30:00.0,5.8,0.1157,7.8144,10.744
00:00.0,5.8,0.1195,7.8331,10.6657
30:00.0,5.8,0.0965,7.824,10.7432
00:00.0,5.8,0.1161,7.8147,10.6913
30:00.0,5.8,0.0991,7.8045,10.6394
00:00.0,5.8,0.1067,7.7663,10.6114
30:00.0,5.8,0.1184,7.766,10.5862
00:00.0,5.8,0.1179,7.7658,10.5838
30:00.0,5.8,0.1122,7.7471,10.6641
00:00.0,5.8,0.119,7.7512,10.5599
30:00.0,5.8,0.1041,7.7564,10.6126
00:00.0,5.8,0.1035,7.7416,10.5039
30:00.0,5.8,0.1095,7.752,10.5063
00:00.0,5.8,0.0962,7.7559,10.4784
30:00.0,5.8,0.1164,7.7421,10.5858
00:00.0,5.8,0.1186,7.7462,10.4812
30:00.0,5.8,0.1101,7.7413,10.5583
00:00.0,5.8,0.0994,7.727,10.5299
30:00.0,5.8,0.1137,7.7273,10.4253
00:00.0,5.6402,0.1093,7.7325,10.3697
30:00.0,5.6406,0.0996,7.732,10.3697
00:00.0,5.6406,0.1137,7.7416,10.3709
30:00.0,5.6406,0.1092,7.7465,10.4253
00:00.0,5.1742,0.104,7.7432,10.4257
30:00.0,5.1738,0.112,7.7339,10.5071
00:00.0,5.1734,0.1049,7.5973,10.5071
30:00.0,5.1738,0.1093,7.5926,10.454
00:00.0,5.1742,0.1144,7.5745,10.5087
30:00.0,5.173,0.1201,7.5462,10.4596
00:00.0,5.173,0.1154,7.5602,10.4352
30:00.0,5.173,0.1183,7.6781,10.4912
00:00.0,4.9991,0.1053,7.7314,10.607
30:00.0,4.9991,0.1219,7.7369,10.6294
00:00.0,4.9987,0.1051,7.7366,10.6034
30:00.0,4.9991,0.1268,7.7405,10.6006
00:00.0,4.9995,0.1073,7.735,10.6541
30:00.0,4.9991,0.1051,7.7341,10.6498
00:00.0,4.9983,0.1208,7.7377,10.623
30:00.0,4.9983,0.1081,7.7372,10.7556
00:00.0,5.394,0.1003,7.7377,10.645
30:00.0,5.3948,0.1157,7.7377,10.6182
00:00.0,5.394,0.1177,7.7416,10.6438
30:00.0,5.3932,0.105,7.7407,10.7217
00:00.0,5.3944,0.1169,7.735,10.6134
30:00.0,5.3936,0.0991,7.7168,10.6929
00:00.0,5.3932,0.1109,7.7168,10.5607
30:00.0,5.394,0.1147,7.7166,10.5619
00:00.0,5.5852,0.1169,7.6973,10.5902
30:00.0,5.5848,0.1209,7.6971,10.6178
00:00.0,5.5852,0.1002,7.7069,10.6158
30:00.0,5.5852,0.1191,7.7119,10.5631
00:00.0,5.5844,0.1177,7.7168,10.641
30:00.0,5.5844,0.1155,7.7273,10.6653
00:00.0,5.5844,0.1206,7.7311,10.5874
30:00.0,5.5856,0.1167,7.7182,10.6366
00:00.0,5.3555,0.1193,7.713,10.5866
30:00.0,5.3563,0.0971,7.7135,10.5591
00:00.0,5.3555,0.1027,7.7229,10.6146
30:00.0,5.3559,0.0983,7.7223,10.5307
00:00.0,5.3552,0.1184,7.7317,10.5039
30:00.0,5.3555,0.115,7.7124,10.476
00:00.0,5.3552,0.1032,7.7122,10.5842
30:00.0,5.3544,0.0998,7.6839,10.5043
00:00.0,5.387,0.1004,7.6399,10.1045
30:00.0,5.3862,0.1206,7.6404,10.027
00:00.0,5.3854,0.1127,7.6501,9.9986
30:00.0,5.3858,0.1113,7.6443,10.1572
00:00.0,5.5452,0.1042,7.644,10.1029
30:00.0,5.5456,0.0973,7.6003,10.1001
00:00.0,5.546,0.1085,7.591,10.1269
30:00.0,5.546,0.0985,7.5094,10.1848
00:00.0,5.5617,0.1138,7.4712,10.2375
30:00.0,5.5617,0.1014,7.4571,10.1085
00:00.0,5.5605,0.0994,7.2593,10.0825
30:00.0,5.5617,0.1237,7.5393,10.1069
00:00.0,5.5613,0.1142,7.6509,9.7809
30:00.0,5.5609,0.1232,7.1202,9.6747
00:00.0,5.5613,0.1088,7.043,9.767
30:00.0,5.5605,0.1127,7.705,9.7354
00:00.0,5.7976,0.1125,7.7199,9.8916
30:00.0,5.7984,0.1047,7.7155,9.9427
00:00.0,5.7976,0.1018,7.7058,9.9459
30:00.0,5.7984,0.0996,7.6951,9.9966
00:00.0,5.7984,0.1131,7.6745,9.8117
30:00.0,5.7984,0.1174,7.5918,9.912
00:00.0,5.7988,0.0952,7.6536,9.9128
30:00.0,5.7984,0.0948,7.6773,9.8744
00:00.0,5.4419,0.1146,7.7009,9.8177
30:00.0,5.4423,0.1013,7.7003,9.6827
00:00.0,5.4431,0.0925,7.705,9.6827
30:00.0,5.4431,0.0925,7.6767,9.866
00:00.0,5.4435,0.1097,7.666,10.0354
30:00.0,5.4435,0.0949,7.6811,9.9311
00:00.0,5.4439,0.0913,7.6907,9.8512
30:00.0,5.4439,0.114,7.6921,9.878
00:00.0,5.2935,0.0907,7.7069,9.8157
30:00.0,5.2939,0.1052,7.7067,10.0626
00:00.0,5.2947,0.1015,7.702,9.7741
30:00.0,5.2947,0.1001,7.7072,9.9032
00:00.0,5.2931,0.0906,7.7069,10.0638
30:00.0,5.2931,0.1102,7.7061,9.7706
00:00.0,5.2927,0.0904,7.7012,9.9563
30:00.0,5.2935,0.11,7.7014,9.9395
00:00.0,4.7219,0.1086,7.6432,9.8461
30:00.0,4.7223,0.1084,7.6382,10.5703
00:00.0,4.7219,0.09,7.613,10.3058
30:00.0,4.7219,0.102,7.6322,9.016
00:00.0,4.7219,0.0957,7.6278,8.7464
30:00.0,4.7211,0.1059,7.6457,8.6401
00:00.0,4.7215,0.0891,7.6558,8.5326
30:00.0,4.7223,0.0939,7.6652,8.6373
00:00.0,4.9037,0.0886,7.6995,8.5846
30:00.0,4.9037,0.0887,7.6657,8.6629
00:00.0,4.9037,0.0956,7.6503,8.7176
30:00.0,4.9041,0.0971,7.636,8.7951
00:00.0,4.7855,0.0956,7.622,8.4739
30:00.0,4.7867,0.1054,7.6171,8.446
00:00.0,4.7863,0.1094,7.5498,8.7659
30:00.0,4.7871,0.0903,7.4571,8.5243
00:00.0,4.9378,0.0977,7.4198,8.4448
30:00.0,4.9378,0.0991,7.4102,8.4196
00:00.0,4.9378,0.1104,7.3535,8.2586
30:00.0,4.9382,0.1018,7.3151,8.0996
00:00.0,4.9386,0.1106,7.2722,7.8632
30:00.0,4.9382,0.1102,7.2051,7.7589
00:00.0,4.9374,0.0961,7.1672,7.5464
30:00.0,4.9371,0.1136,7.1015,7.4146
00:00.0,4.921,0.0973,6.9468,7.3119
30:00.0,4.9202,0.0958,6.8,7.0703
00:00.0,4.9206,0.1068,7.638,6.9109
30:00.0,4.9202,0.0986,7.6459,10.5191
00:00.0,4.9206,0.116,7.6745,10.5495
30:00.0,4.9202,0.093,7.6781,10.7089
00:00.0,4.9202,0.0988,7.6822,10.5731
30:00.0,4.9198,0.1012,7.6866,10.597
00:00.0,5.1973,0.1027,7.6918,10.5986
30:00.0,5.1973,0.1138,7.6869,10.7312
00:00.0,5.1977,0.0925,7.6877,10.6234
30:00.0,5.1977,0.1096,7.6679,10.5994
00:00.0,5.1981,0.0929,7.6632,10.7073
30:00.0,5.1973,0.1073,7.6545,10.7356
00:00.0,5.1985,0.098,7.6679,10.601
30:00.0,5.1977,0.1007,7.6819,10.7332
00:00.0,4.7223,0.0917,7.6861,10.5958
30:00.0,4.7223,0.0896,7.6855,10.73
00:00.0,4.7235,0.1113,7.6998,10.5926
30:00.0,4.7219,0.1072,7.6954,10.6194
00:00.0,4.7227,0.0939,7.6949,10.6458
30:00.0,4.7227,0.1006,7.7001,10.5667
00:00.0,4.7223,0.0873,7.7001,10.5383
30:00.0,4.7215,0.1101,7.6992,10.5115
00:00.0,4.8491,0.0873,7.6943,10.4832
30:00.0,4.8479,0.0905,7.6891,10.5902
00:00.0,4.8483,0.1033,7.6995,10.5922
30:00.0,4.8495,0.1054,7.7086,10.4049
00:00.0,4.8499,0.0994,7.7138,10.615
30:00.0,4.8491,0.0873,7.68,10.4576
00:00.0,4.8503,0.0919,7.669,9.4873
30:00.0,4.8499,0.0973,7.6698,9.298
00:00.0,4.6281,0.1087,7.6567,9.3779
30:00.0,4.6277,0.1078,7.6556,9.3236
00:00.0,4.6277,0.104,7.6558,9.2157
30:00.0,4.6265,0.1078,7.685,9.4019
00:00.0,4.6277,0.1083,7.724,10.3162
30:00.0,4.6281,0.0993,7.7328,10.2259
00:00.0,4.6277,0.1024,7.7432,10.2371
30:00.0,4.6293,0.0924,7.7388,10.2115
00:00.0,4.6277,0.089,7.7385,10.2954
30:00.0,4.667,0.0926,7.73,10.2163
00:00.0,4.667,0.1091,7.7298,10.1652
30:00.0,4.6666,0.0907,7.7298,10.2435
30:00.0,4.6658,0.1039,7.7303,10.3302
00:00.0,4.6662,0.0979,7.5992,10.303
30:00.0,4.6662,0.1015,7.4841,10.1716
00:00.0,5.1094,0.1057,7.7094,10.0382
30:00.0,5.1094,0.1034,7.7141,10.4776
00:00.0,5.1094,0.1148,7.7091,10.3713
30:00.0,5.1098,0.1143,7.7089,10.3969
00:00.0,5.111,0.1153,7.7163,10.4784
30:00.0,5.1102,0.0906,7.7306,10.3949
00:00.0,5.1106,0.1061,7.7396,10.3901
30:00.0,5.1118,0.0913,7.7493,10.4153
00:00.0,4.7306,0.095,7.7545,10.5203
30:00.0,4.7313,0.0896,7.7592,10.468
00:00.0,4.7321,0.0972,7.7594,10.6026
30:00.0,4.7321,0.089,7.7534,10.4388
00:00.0,4.7309,0.1083,7.7537,10.6254
30:00.0,4.7317,0.0898,7.7586,10.6238
00:00.0,4.7313,0.0904,7.7583,10.5447
30:00.0,4.7306,0.0907,7.7594,10.4396
00:00.0,5.3791,0.0881,7.7583,10.3609
30:00.0,5.3795,0.096,7.7592,10.4109
00:00.0,5.3795,0.109,7.7166,10.3857
30:00.0,5.3795,0.0949,7.7124,10.4245
00:00.0,5.3795,0.1009,7.7069,10.4804
30:00.0,5.3795,0.1057,7.6924,10.4277
00:00.0,5.3799,0.1167,7.6984,10.3202
30:00.0,5.3795,0.1014,7.6932,10.349
00:00.0,5.3084,0.103,7.6927,10.2655
30:00.0,5.308,0.1087,7.6885,10.2395
00:00.0,5.3077,0.0959,7.6789,10.2403
30:00.0,5.3077,0.1051,7.6635,10.1864
00:00.0,5.3077,0.1099,7.6547,10.293
30:00.0,5.3077,0.1194,7.6492,10.2651
00:00.0,5.3084,0.0971,7.6349,10.2131
30:00.0,5.3084,0.0971,7.6492,10.2942
00:00.0,5.2523,0.1042,7.6547,10.2171
30:00.0,5.2519,0.0964,7.6539,10.1636
00:00.0,5.2527,0.1184,7.6547,10.1872
30:00.0,5.2519,0.1202,7.6539,10.0813
00:00.0,5.4886,0.1072,7.6935,10.1361
30:00.0,5.489,0.1164,7.7218,10.4301
00:00.0,5.4894,0.1116,7.7171,10.3733
30:00.0,5.489,0.1066,7.7177,10.3769
00:00.0,5.1958,0.1047,7.7171,10.3765
30:00.0,5.1958,0.1135,7.6305,10.4544
00:00.0,5.1966,0.1158,7.66,10.5375
30:00.0,5.195,0.1111,7.6745,10.4033
00:00.0,5.1958,0.11,7.6742,10.4864
30:00.0,5.1962,0.1141,7.6745,10.488
00:00.0,5.1966,0.1251,7.6803,10.4896
30:00.0,5.1962,0.11,7.6704,10.4916
00:00.0,4.9732,0.1041,7.6759,10.5215
30:00.0,4.9736,0.1096,7.6701,10.5443
00:00.0,4.9732,0.1114,7.6512,10.5163
30:00.0,4.9736,0.1231,7.641,10.5163
00:00.0,4.9732,0.1222,7.6495,10.4888
30:00.0,4.9732,0.1059,7.655,10.4864
00:00.0,4.9732,0.1031,7.5956,10.46
30:00.0,4.9732,0.1235,7.6294,9.9531
00:00.0,4.5853,0.1158,7.6292,9.9152
30:00.0,4.5849,0.1116,7.6198,10.19
00:00.0,4.5849,0.1159,7.572,10.1892
30:00.0,4.5841,0.1184,7.6143,10.2715
00:00.0,4.5841,0.0983,7.6297,10.138
30:00.0,4.5845,0.1166,7.6245,10.1652
00:00.0,4.5841,0.099,7.6102,10.0334
30:00.0,4.5845,0.1216,7.6207,10.0849
00:00.0,4.411,0.099,7.6146,10.0841
30:00.0,4.4106,0.1057,7.6204,9.9771
00:00.0,4.4114,0.1206,7.5665,10.0821
30:00.0,4.411,0.1144,7.5951,10.1333
00:00.0,4.4114,0.115,7.6009,10.0258
30:00.0,4.4118,0.1011,7.625,10.027
00:00.0,4.4122,0.0992,7.6152,9.8592
30:00.0,4.4122,0.1066,7.6157,9.7809
00:00.0,5.0383,0.1188,7.63,9.8684
30:00.0,5.0379,0.1134,7.5959,9.7801
00:00.0,5.0383,0.1184,7.5624,10.0258
30:00.0,5.0379,0.1065,7.5965,9.9747
00:00.0,5.0391,0.0974,7.6066,9.8944
30:00.0,5.0383,0.1019,7.6105,9.8397
